Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice CID;Codice Univoco Submisura;Descrizione Submisura;Tipo Livello;Investimento o Riforma;Prestito o Sovvenzione;Amministrazione Titolare;Importo Totale;Importo Progetti in essere;Importo FSC;Importo Progetti nuovi
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.12;M1C3I1.1;M1C3I1.01.12;Piattaforma di servizi digitali per sviluppatori e imprese culturali;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;45000000;0;0;45000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.2;M1C3I1.1;M1C3I1.01.02;Sistema di certificazione dell'identità digitale per i beni culturali;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;16000000;0;0;16000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.3;M1C3I1.1;M1C3I1.01.03;Servizi di infrastruttura cloud;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;25000000;0;0;25000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.4;M1C3I1.1;M1C3I1.01.04;Infrastruttura digitale per il patrimonio culturale;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;73000000;0;0;73000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.5;M1C3I1.1;M1C3I1.01.05;Digitalizzazione;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;200000000;0;0;200000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.6;M1C3I1.1;M1C3I1.01.06;Formazione e miglioramento delle competenze digitali;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;20000000;0;0;20000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.7;M1C3I1.1;M1C3I1.01.07;Supporto operativo;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;5000000;0;0;5000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.8;M1C3I1.1;M1C3I1.01.08;Polo di conservazione digitale;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;58000000;0;0;58000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.9;M1C3I1.1;M1C3I1.01.09;Portale dei procedimenti e dei servizi ai cittadini;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;10000000;0;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.2;M1C3I1.02;Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura;M1C3I1.2;M1C3I1.2;M1C3I1.02.00;Rimozione delle barriere fisiche e cognitive in musei, biblioteche e archivi per consentire un più ampio accesso e partecipazione alla cultura;Misura;Investimento;Sovvenzione;MIC - Min Cultura;300000000;0;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.3;M1C3I1.03;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;M1C3I1.3;M1C3I1.3;M1C3I1.03.00;Migliorare l'efficienza energetica nei cinema, nei teatri e nei musei;Misura;Investimento;Sovvenzione;MIC - Min Cultura;300000000;0;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.1;M1C3I2.01.00;Attrattività dei borghi;Misura;Investimento;Prestito;MIC - Min Cultura;1020000000;0;1020000000;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.2;M1C3I2.02;Tutela e valorizzazione dell'architettura e del paesaggio rurale;M1C3I2.2;M1C3I2.2;M1C3I2.02.00;Tutela e valorizzazione dell'architettura e del paesaggio rurale;Misura;Investimento;Prestito;MIC - Min Cultura;600000000;0;0;600000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.03.00;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;Misura;Investimento;Prestito;MIC - Min Cultura;300000000;0;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.4;M1C3I2.04;Sicurezza sismica nei luoghi di culto, restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art);M1C3I2.4;M1C3I2.4;M1C3I2.04.00;Sicurezza sismica nei luoghi di culto, restauro del patrimonio culturale del Fondo Edifici di Culto (FEC) e siti di ricovero per le opere d’arte (Recovery Art);Misura;Investimento;Prestito;MIC - Min Cultura;800000000;0;0;800000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.2;M1C3I3.02.00;Sviluppo industria cinematografica (Progetto Cinecittà);Misura;Investimento;Prestito;MIC - Min Cultura;300000000;0;0;300000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.1;M1C3I3.3;M1C3I3.03.01;Interventi per migliorare l'ecosistema in cui operano i settori culturali e creativi, incoraggiando la cooperazione tra operatori cultuari e organizzazioni e facilitando upskill e reskill;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;10000000;0;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.2;M1C3I3.3;M1C3I3.03.02;Sostegno ai settori culturali e creativi per l'innovazione e la transizione digitale;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;115000000;0;0;115000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.3;M1C3I3.3;M1C3I3.03.03;Promuovere la riduzione dell'impronta ecologica degli eventi culturali;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;10000000;0;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.3;M1C3I3.03;Capacity building per gli operatori della cultura per gestire la transizione digitale e verde;M1C3I3.3.4;M1C3I3.3;M1C3I3.03.04;Promuovere l'innovazione e l'eco-progettazione inclusiva;Submisura;Investimento;Sovvenzione;MIC - Min Cultura;20000000;0;0;20000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.1;M1C3I4.01;Hub del Turismo Digitale;M1C3I4.1;M1C3I4.1;M1C3I4.01.00;Hub del Turismo Digitale;Misura;Investimento;Sovvenzione;MiTur - Min Turismo;114000000;0;0;114000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.1;M1C3I4.2;M1C3I4.02.01;Miglioramento delle infrastrutture di ricettività attraverso lo strumento del Tax credit;Submisura;Investimento;Prestito;MiTur - Min Turismo;500000000;0;0;500000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.2;M1C3I4.2;M1C3I4.02.02;Digitalizzazione Agenzie e Tour Operator;Submisura;Investimento;Prestito;MiTur - Min Turismo;98000000;0;0;98000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.3;M1C3I4.2;M1C3I4.02.03;Sviluppo e resilienza delle imprese del settore turistico (Fondo dei Fondi BEI);Submisura;Investimento;Prestito;MiTur - Min Turismo;500000000;0;0;500000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.4;M1C3I4.2;M1C3I4.02.04;Sostegno alla nascita e al consolidamento delle pmi turismo (Sezione speciale “turismo” del Fondo di Garanzia per le PMI);Submisura;Investimento;Prestito;MiTur - Min Turismo;358000000;0;0;358000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.5;M1C3I4.2;M1C3I4.02.05;Fondo rotativo imprese (FRI)  per il sostegno alle imprese e gli investimenti di sviluppo;Submisura;Investimento;Prestito;MiTur - Min Turismo;180000000;0;0;180000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.6;M1C3I4.2;M1C3I4.02.06;Valorizzazione, competitività e tutela del patrimonio ricettivo attraverso la partecipazione del Min. Turismo nel Fondo Nazionale Turismo;Submisura;Investimento;Prestito;MiTur - Min Turismo;150000000;0;0;150000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.1;M1C3I4.3;M1C3I4.03.01;Roman Cultural Heritage for EU-Next Generation;Submisura;Investimento;Prestito;MiTur - Min Turismo;170000000;0;0;170000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.2;M1C3I4.3;M1C3I4.03.02;I percorsi Giubilari 2025;Submisura;Investimento;Prestito;MiTur - Min Turismo;160000000;0;0;160000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.3;M1C3I4.3;M1C3I4.03.03;La città condivisa;Submisura;Investimento;Prestito;MiTur - Min Turismo;90000000;0;0;90000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.4;M1C3I4.3;M1C3I4.03.04;Mitingodiverde;Submisura;Investimento;Prestito;MiTur - Min Turismo;60000000;0;0;60000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.5;M1C3I4.3;M1C3I4.03.05;Roma 4.0;Submisura;Investimento;Prestito;MiTur - Min Turismo;10000000;0;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.3;M1C3I4.03;Caput Mundi. Next Generation EU per grandi eventi turistici;M1C3I4.3.6;M1C3I4.3;M1C3I4.03.06;Amanotesa;Submisura;Investimento;Prestito;MiTur - Min Turismo;10000000;0;0;10000000
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3R3.1;M1C3R3.01;Criteri ambientali minimi per eventi culturali;M1C3R3.1;M1C3R3.1;M1C3R3.01.00;Criteri ambientali minimi per eventi culturali;Misura;Riforma;Sovvenzione;MITE - Min Trans Eco;0;0;0;0
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3R4.1;M1C3R4.01;Ordinamento delle professioni delle guide turistiche;M1C3R4.1;M1C3R4.1;M1C3R4.01.00;Ordinamento delle professioni delle guide turistiche;Misura;Riforma;Sovvenzione;MiTur - Min Turismo;0;0;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I1.1;M2C1I1.01;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;M2C1I1.1;M2C1I1.1;M2C1I1.01.00;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;Misura;Investimento;Prestito;MITE - Min Trans Eco;1500000000;0;1000000000;500000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I1.2;M2C1I1.02;Progetti “faro” di economia circolare;M2C1I1.2;M2C1I1.2;M2C1I1.02.00;Progetti “faro” di economia circolare;Misura;Investimento;Prestito;MITE - Min Trans Eco;600000000;0;0;600000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.1;M2C1I2.01;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;M2C1I2.1;M2C1I2.1;M2C1I2.01.00;Sviluppo logistica per i settori agroalimentare, pesca e acquacoltura, silvicoltura, floricoltura e vivaismo;Misura;Investimento;Sovvenzione;MIPAAF - Min Pol Agr;800000000;0;0;800000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.2;M2C1I2.02;Parco Agrisolare;M2C1I2.2;M2C1I2.2;M2C1I2.02.00;Parco Agrisolare;Misura;Investimento;Sovvenzione;MIPAAF - Min Pol Agr;1500000000;0;0;1500000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.3;M2C1I2.03;Innovazione e meccanizzazione nel settore agricolo e alimentare;M2C1I2.3;M2C1I2.3;M2C1I2.03.00;Innovazione e meccanizzazione nel settore agricolo e alimentare;Misura;Investimento;Sovvenzione;MIPAAF - Min Pol Agr;500000000;0;0;500000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.1;M2C1I3.01;Isole verdi;M2C1I3.1;M2C1I3.1;M2C1I3.01.00;Isole verdi;Misura;Investimento;Prestito;MITE - Min Trans Eco;200000000;0;0;200000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.2;M2C1I3.02;Green communities;M2C1I3.2;M2C1I3.2;M2C1I3.02.00;Green communities;Misura;Investimento;Prestito;PCM - Min Aff Reg;135000000;0;0;135000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.3;M2C1I3.03;Cultura e consapevolezza su temi e sfide ambientali;M2C1I3.3;M2C1I3.3;M2C1I3.03.00;Cultura e consapevolezza su temi e sfide ambientali;Misura;Investimento;Sovvenzione;MITE - Min Trans Eco;30000000;0;0;30000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1R1.1;M2C1R1.01;Strategia nazionale per l’economia circolare;M2C1R1.1;M2C1R1.1;M2C1R1.01.00;Strategia nazionale per l’economia circolare;Misura;Riforma;Sovvenzione;MITE - Min Trans Eco;0;0;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1R1.2;M2C1R1.02;Programma nazionale per la gestione dei rifiuti;M2C1R1.2;M2C1R1.2;M2C1R1.02.00;Programma nazionale per la gestione dei rifiuti;Misura;Riforma;Prestito;MITE - Min Trans Eco;0;0;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1R1.3;M2C1R1.03;Supporto tecnico alle autorità locali;M2C1R1.3;M2C1R1.3;M2C1R1.03.00;Supporto tecnico alle autorità locali;Misura;Riforma;Sovvenzione;MITE - Min Trans Eco;0;0;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.1;M2C2I1.01;Sviluppo agro-voltaico;M2C2I1.1;M2C2I1.1;M2C2I1.01.00;Sviluppo agro-voltaico;Misura;Investimento;Prestito;MITE - Min Trans Eco;1098992051;0;0;1098992051
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.2;M2C2I1.02;Promozione rinnovabili per le comunità energetiche e l'autoconsumo;M2C2I1.2;M2C2I1.2;M2C2I1.02.00;Promozione rinnovabili per le comunità energetiche e l'autoconsumo;Misura;Investimento;Prestito;MITE - Min Trans Eco;2200000000;0;0;2200000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.3;M2C2I1.03;Promozione impianti innovativi (incluso offshore);M2C2I1.3;M2C2I1.3;M2C2I1.03.00;Promozione impianti innovativi (incluso offshore);Misura;Investimento;Prestito;MITE - Min Trans Eco;675000000;0;0;675000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.4;M2C2I1.04;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;M2C2I1.4;M2C2I1.4;M2C2I1.04.00;Sviluppo del biometano, secondo criteri per promuovere l'economia circolare;Misura;Investimento;Prestito;MITE - Min Trans Eco;1923400000;0;0;1923400000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.1;M2C2I2.01;Rafforzamento smart grid;M2C2I2.1;M2C2I2.1;M2C2I2.01.00;Rafforzamento smart grid;Misura;Investimento;Prestito;MITE - Min Trans Eco;3610000000;0;0;3610000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.2;M2C2I2.02;Interventi su resilienza climatica delle reti;M2C2I2.2;M2C2I2.2;M2C2I2.02.00;Interventi su resilienza climatica delle reti;Misura;Investimento;Prestito;MITE - Min Trans Eco;500000000;0;0;500000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.1;M2C2I3.01;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);M2C2I3.1;M2C2I3.1;M2C2I3.01.00;Produzione di idrogeno in aree industriali dismesse (hydrogen valleys);Misura;Investimento;Prestito;MITE - Min Trans Eco;500000000;0;0;500000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.02.00;Utilizzo dell'idrogeno in settori hard-to-abate;Misura;Investimento;Prestito;MITE - Min Trans Eco;2000000000;0;0;2000000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.3;M2C2I3.03;Sperimentazione dell'idrogeno per il trasporto stradale;M2C2I3.3;M2C2I3.3;M2C2I3.03.00;Sperimentazione dell'idrogeno per il trasporto stradale;Misura;Investimento;Prestito;MIMS - Min Infr Mob;230000000;0;0;230000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.4;M2C2I3.04;Sperimentazione dell'idrogeno per il trasporto ferroviario;M2C2I3.4;M2C2I3.4;M2C2I3.04.00;Sperimentazione dell'idrogeno per il trasporto ferroviario;Misura;Investimento;Prestito;MIMS - Min Infr Mob;300000000;0;0;300000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.5;M2C2I3.05;Ricerca e sviluppo sull'idrogeno;M2C2I3.5;M2C2I3.5;M2C2I3.05.00;Ricerca e sviluppo sull'idrogeno;Misura;Investimento;Prestito;MITE - Min Trans Eco;160000000;0;0;160000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.1;M2C2I4.01;Rafforzamento mobilità ciclistica (piano nazionale delle ciclovie);M2C2I4.1.1;M2C2I4.1;M2C2I4.01.01;Ciclovie Turistiche;Submisura;Investimento;Sovvenzione;MIMS - Min Infr Mob;400000000;150000000;0;250000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.1;M2C2I4.01;Rafforzamento mobilità ciclistica (piano nazionale delle ciclovie);M2C2I4.1.2;M2C2I4.1;M2C2I4.01.02;Ciclovie Urbane;Submisura;Investimento;Sovvenzione;MIMS - Min Infr Mob;200000000;50000000;0;150000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.2;M2C2I4.02;Sviluppo trasporto rapido di massa (metropolitana, tram, autobus);M2C2I4.2;M2C2I4.2;M2C2I4.02.00;Sviluppo trasporto rapido di massa (metropolitana, tram, autobus);Misura;Investimento;Prestito;MIMS - Min Infr Mob;3600000000;1400000000;1500000000;700000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.3;M2C2I4.03;Installazione di infrastrutture di ricarica elettrica;M2C2I4.3;M2C2I4.3;M2C2I4.03.00;Installazione di infrastrutture di ricarica elettrica;Misura;Investimento;Sovvenzione;MITE - Min Trans Eco;741320000;0;0;741320000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.1;M2C2I4.4.1;M2C2I4.04.01;Rinnovo del parco autobus regionale per il trasporto pubblico con veicoli a combustibili puliti;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;2415000000;500000000;0;1915000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.2;M2C2I4.4.1;M2C2I4.04.02;Rinnovo del parco ferroviario regionale per il trasporto pubblico con treni alimentati con combustibili puliti e servizio universale;Submisura;Investimento;Prestito;MIMS - Min Infr Mob;800000000;100000000;0;700000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I4.4;M2C2I4.04;Rinnovo flotte bus e treni verdi;M2C2I4.4.3;M2C2I4.4.1;M2C2I4.04.03;Rinnovo del parco veicoli dei Vigili del Fuoco;Submisura;Investimento;Prestito;MINT - Min Interno;424000000;0;0;424000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.1;M2C2I5.1.1;M2C2I5.01.01;Tecnologia fotovoltaica;Submisura;Investimento;Prestito;MISE - Min Svil Eco;400000000;0;0;400000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.2;M2C2I5.1.1;M2C2I5.01.02;Industria eolica;Submisura;Investimento;Prestito;MISE - Min Svil Eco;100000000;0;0;100000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.3;M2C2I5.1.1;M2C2I5.01.03;Industria delle batterie;Submisura;Investimento;Prestito;MISE - Min Svil Eco;500000000;0;0;500000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.2;M2C2I5.02;Idrogeno;M2C2I5.2;M2C2I5.2;M2C2I5.02.00;Idrogeno;Misura;Investimento;Prestito;MITE - Min Trans Eco;450000000;0;0;450000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.3;M2C2I5.03;Bus elettrici;M2C2I5.3;M2C2I5.3;M2C2I5.03.00;Bus elettrici;Misura;Investimento;Prestito;MIMS - Min Infr Mob;300000000;50000000;0;250000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.4;M2C2I5.04;Supporto a start-up e venture capital attivi nella transizione ecologica;M2C2I5.4;M2C2I5.4;M2C2I5.04.00;Supporto a start-up e venture capital attivi nella transizione ecologica;Misura;Investimento;Prestito;MISE - Min Svil Eco;250000000;0;0;250000000
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2R1.1;M2C2R1.01;Semplificazione delle procedure di autorizzazione per gli impianti rinnovabili onshore e offshore, nuovo quadro giuridico per sostenere la produzione da fonti rinnovabili e proroga dei tempi e dell'ammissibilità degli attuali regimi di sostegno;M2C2R1.1;M2C2R1;M2C2R1.01.00;Semplificazione delle procedure di autorizzazione per gli impianti rinnovabili onshore e offshore, nuovo quadro giuridico per sostenere la produzione da fonti rinnovabili e proroga dei tempi e dell'ammissibilità degli attuali regimi di sostegno;Misura;Riforma;Sovvenzione;MITE - Min Trans Eco;0;0;0;0
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2R1.2;M2C2R1.02;Nuova normativa per promuovere la produzione e il consumo di gas rinnovabile;M2C2R1.2;M2C2R2;M2C2R1.02.00;Nuova normativa per promuovere la produzione e il consumo di gas rinnovabile;Misura;Riforma;Sovvenzione;MITE - Min Trans Eco;0;0;0;0
